GBR_shannon,LWK_shannon,MXL_shannon,positions
0.011828547385774999,0.02915018977011973,0.00911523215907688,50504061
0.011828547385774999,0.02915018977011972,0.00911523215907688,50504321
0.011828547385774999,0.029074340063608987,0.009115232159076878,50504381
0.008386669782062792,0.025666533911798305,0.006357880325531183,50504412
0.008386669782062792,0.025666533911798305,0.006357880325531183,50504414
0.008386669782062792,0.02566653391179831,0.006357880325531183,50504433
0.009408422257695346,0.025994786312779287,0.006813926074339027,50504446
0.009408422257695346,0.02667283132533848,0.007020589028687426,50504530
0.009408422257695346,0.025782043102619633,0.007020589028687426,50504539
0.008061514199948853,0.023481615451940073,0.006529005904788209,50504542
0.008061514199948853,0.022283898410614483,0.00632234295043981,50504575
0.008061514199948851,0.02242681268826764,0.00632234295043981,50504578
0.009239143595223136,0.02275506508924862,0.0067783886992476535,50504581
0.009239143595223136,0.022548402134900225,0.0067783886992476535,50504592
0.00996037378819697,0.02561217136125151,0.007118478751981455,50504616
0.010116250707838701,0.025469257083598356,0.007118478751981455,50504643
0.010837480900812534,0.02786035206577011,0.00726139302963461,50504665
0.012609312410036901,0.03178177898022911,0.008327642403425171,50504672
0.012609312410036901,0.03043095704353942,0.008120979449076771,50504686
0.013030993605557727,0.03043095704353942,0.008120979449076773,50504695
0.01405274608119028,0.03063761999788782,0.008577025197884613,50504716
0.014052746081190282,0.0301929925278728,0.008577025197884613,50504745
0.015230375476464567,0.0328515362161844,0.009373028419290547,50504763
0.015154525769953832,0.03270862193853124,0.009230114141637392,50504792
0.015154525769953832,0.03270862193853124,0.00923011414163739,50504803
0.015154525769953832,0.03454656447992352,0.00962869534094744,50504816
0.015078676063443097,0.03454656447992352,0.00962869534094744,50504848
0.015078676063443095,0.03337468535850619,0.009422032386599043,50504869
0.015078676063443095,0.03282698437512809,0.009422032386599043,50504912
0.014922799143801364,0.03282698437512809,0.00934618268008831,50504922
0.014922799143801364,0.03282698437512809,0.00934618268008831,50504924
0.014922799143801364,0.03282698437512809,0.009346182680088308,50504927
0.014922799143801364,0.032902834081638827,0.00934618268008831,50504936
0.014922799143801364,0.03297868378814956,0.009489096957741465,50504947
0.014922799143801364,0.03297868378814956,0.009489096957741465,50504987
0.016426246637258887,0.03417640082947515,0.010865550397847482,50504994
0.020694486778458792,0.03693375266302085,0.013667008363812237,50505054
0.020694486778458792,0.03685790295651011,0.013667008363812237,50505077
0.021872116173733077,0.03930260578113554,0.01446301158521817,50505080
0.021872116173733077,0.03909594282678714,0.014387161878707436,50505081
0.021872116173733077,0.03959731885445325,0.014387161878707436,50505084
0.021872116173733077,0.039773987839346325,0.014593824833055834,50505091
0.021872116173733077,0.03969813813283559,0.014593824833055834,50505105
0.021872116173733077,0.0365046263757462,0.014025390752759775,50505117
0.021872116173733077,0.0365046263757462,0.014025390752759775,50505202
0.022473698383852405,0.03885045749005885,0.014168305030412928,50505255
0.022629575303494135,0.03885045749005885,0.014374967984761329,50505266
0.02262957530349414,0.03899337176771202,0.014374967984761327,50505282
0.02262957530349414,0.03788855721743711,0.01416830503041293,50505310
0.01881657843926712,0.03619274314933405,0.011968272088207277,50505337
0.018149385330518377,0.03394456244481545,0.01182535781055412,50505343
0.019327014725792666,0.034212820729385134,0.012281403559361964,50505346
0.02050464412106695,0.03710215102402559,0.013001557074257163,50505364
0.02050464412106695,0.03695923674637243,0.013001557074257163,50505366
0.02050464412106695,0.037850024969091275,0.013001557074257163,50505375
0.020580493827577685,0.03785002496909127,0.013001557074257163,50505386
0.020580493827577685,0.03805668792343967,0.013001557074257163,50505439
0.023452285360728933,0.03967665228503199,0.014867721503323434,50505478
0.0250619606208778,0.039676652285032,0.015502218904875808,50505487
0.0250619606208778,0.0422025271965956,0.015900800104185858,50505488
0.0250619606208778,0.0422025271965956,0.015900800104185858,50505506
0.024906083701236065,0.04205961291894244,0.015900800104185858,50505554
0.024906083701236065,0.04205961291894244,0.015900800104185858,50505567
0.024906083701236068,0.04394455565722379,0.015976649810696592,50505594
0.024906083701236068,0.04402040536373452,0.015976649810696592,50505616
0.0246869519825524,0.043813742409386125,0.015900800104185858,50505670
0.0246869519825524,0.04373789270287538,0.015757885826532703,50505671
0.02661151917531679,0.04234179358842362,0.01624946895043192,50505699
0.026535669468806054,0.04214938501036467,0.01624946895043192,50505725
0.026535669468806054,0.042149385010364665,0.016249468950431917,50505727
0.026535669468806054,0.04207353530385394,0.01624946895043192,50505734
0.02771329886408034,0.042401787704834916,0.016705514699239764,50505739
0.02771329886408034,0.04219512475048653,0.016705514699239764,50505755
0.02771329886408034,0.040404366650996434,0.016306933499929715,50505771
0.02771329886408034,0.03833316561093974,0.01590835230061967,50505774
0.027557421944438606,0.038409015317450466,0.015908352300619665,50505786
0.027557421944438606,0.03840901531745047,0.015908352300619665,50505887
0.02637979254916432,0.03808076291646949,0.015452306551811821,50505899
0.026379792549164324,0.03808076291646948,0.015452306551811824,50505910
0.02637979254916432,0.03808076291646948,0.015452306551811823,50505924
0.026379792549164324,0.03808076291646949,0.015452306551811823,50505944
0.026455642255675055,0.03808076291646949,0.015452306551811821,50505952
0.02645564225567506,0.038223677194122646,0.015452306551811824,50505971
0.026455642255675055,0.038223677194122646,0.015452306551811823,50505992
0.02645564225567506,0.038223677194122646,0.015595220829464978,50506028
0.02527801286040077,0.03789542479314166,0.015139175080657135,50506032
0.025278012860400774,0.03721737978058247,0.014932512126308736,50506038
0.02527801286040077,0.03721737978058247,0.014932512126308736,50506051
0.025278012860400774,0.038564287838328964,0.015069970449928326,50506058
0.02527801286040077,0.0386401375448397,0.015069970449928326,50506062
0.0256996940559216,0.04070641248002947,0.015526016198736168,50506063
0.02459791436715805,0.04045400978555923,0.015069970449928326,50506089
0.02459791436715805,0.04045400978555923,0.015069970449928326,50506096
0.024032561093825944,0.03746609026571868,0.014729880397194523,50506100
0.02395253388069495,0.037609004543371835,0.014729880397194525,50506207
0.023231303687721114,0.03521790956120008,0.014586966119541368,50506232
0.022412688646063578,0.03208186314435186,0.014089150826046865,50506245
0.022412688646063574,0.031938948866698694,0.014089150826046865,50506248
0.02199100745054275,0.031938948866698694,0.014089150826046865,50506274
0.020813378055268467,0.03173228591235029,0.01363310507723902,50506302
0.022585209564492836,0.03200054419691997,0.015309835058038587,50506390
0.02140758016921855,0.029199086230955226,0.014513831836632655,50506435
